,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation
1178,32167,"Gainesville, FL",187781,29.6513889,-82.325,11296.0625,156.25,18.5,6.889375,1293.693726875,11.2,3,8.2,2.05,73243,6539.553571428572
1179,32194,"Gainesville, GA",130846,34.2977778,-83.8241667,3625.0,500.0,8.25,4.5,588.807,4.9,11,-6.1,-0.5083333329999999,43735,8925.510204081633
1182,32275,"Galena, IL",3165,42.4166667,-90.4288889,4579.4117647059,800.0,6.2352941176,6.7647058824,21.410294117796003,0.82,1,-0.18,-0.09,1438,1753.658536585366
1184,32329,"Galesburg, IL",36001,40.9477778,-90.3711111,525.0,200.0,3.0,4.0,144.004,1.78,2,-0.22,-0.073333333,14635,8221.91011235955
1189,32491,"Galveston, TX",44022,29.301111100000004,-94.7975,69809.7222222222,145.8333333333,125.9444444444,2.5772222222,113.4544766656884,4.76,5,-0.24,-0.04,18691,3926.6806722689075
1191,32572,"Gardnerville Ranchos, NV",20107,38.8883333,-119.7402778,20514.8125,156.25,33.5,6.166875,123.997355625,2.2,2,0.2,0.066666667,8604,3910.9090909090905
1195,32653,"Gastonia, NC--SC",169495,35.2619444,-81.1875,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,782.284615387223,8.82,12,-3.18,-0.244615385,65896,7471.201814058957
1202,32842,"Geneva, NY",29990,42.8688889,-76.9780556,35908.3333333333,733.3333333333002,51.0,5.833333333300001,174.94166666566701,2.64,2,0.64,0.213333333,11757,4453.409090909091
1209,33031,"Georgetown, SC",12320,33.3766667,-79.29472220000002,966.6666666666999,300.0,3.6666666667,1.3333333333,16.426666666256,0.18,1,-0.82,-0.41,4676,25977.777777777777
1216,33328,"Gilroy--Morgan Hill, CA",98413,37.1305556,-121.6533333,10606.25,500.0,23.5,5.0,492.065,5.9,6,-0.1,-0.014285714,30460,5162.71186440678
1224,33598,"Glens Falls, NY",65443,43.3094444,-73.6444444,3450.0,300.0,12.5,10.5,687.1514999999999,3.7,5,-1.3,-0.21666666699999998,27783,7508.918918918918
1226,33652,"Glenwood Springs, CO",11581,39.5505556,-107.3241667,1550.0,400.0,4.0,7.5,86.8575,3.68,5,-1.32,-0.22,4386,1191.8478260869565
1228,33635,"Glenwood, MD",3721,39.2875,-77.0283333,342597.875,156.25,556.5652173912999,11.014166666700001,40.983714166790705,0.84,1,-0.16,-0.08,1046,1245.2380952380952
1232,33733,"Gloversville, NY",29226,43.0527778,-74.3441667,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,159.1193333320344,3.14,4,-0.86,-0.172,11677,3718.789808917197
1235,33798,"Golden Gate Estates, FL",3953,26.22962,-81.63257,16333.333333333301,200.0,82.0,28.0,110.684,0.58,1,-0.42,-0.21,1043,1798.2758620689656
1237,33814,"Goldsboro, NC",61054,35.3847222,-77.9930556,3602.5,750.0,5.0,4.125,251.84775000000002,2.22,2,0.22,0.073333333,24608,11084.684684684684
1254,34219,"Grand Forks, ND--MN",61270,47.9252778,-97.0325,3533.3333333333007,266.6666666667,12.666666666700001,6.333333333300001,388.0433333312911,1.94,2,-0.06,-0.02,25799,13298.453608247422
1256,34273,"Grand Junction, CO",128124,39.0638889,-108.55,2750.0,775.0,3.625,3.375,432.4185,4.44,4,0.44,0.08800000000000001,51507,11600.675675675675
1257,34300,"Grand Rapids, MI",569935,42.9633333,-85.6680556,18370.0,440.0,45.0,5.2,2963.662,19.06,20,-0.94,-0.044761905,217106,11390.661070304302
1258,34327,"Grand Rapids, MN",9285,47.2372222,-93.53,2010.0,333.3333333333,6.666666666699999,8.1666666667,75.8275000003095,0.58,1,-0.42,-0.21,4196,7234.48275862069
1265,34470,"Granite Falls, WA",6129,48.0841667,-121.9675,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,39.3277500002043,0.56,1,-0.44,-0.22,2366,4225.0
1267,34516,"Grants Pass, OR",50520,42.4391667,-123.3272222,3151.0,300.0,10.5,4.0,202.08,1.42,1,0.42,0.21,21209,14935.915492957747
1268,34489,"Grants, NM",12152,35.1472222,-107.8508333,2200.0,800.0,3.0,11.75,142.786,0.78,1,-0.22,-0.11,3878,4971.794871794872
1272,34597,"Grass Valley, CA",34308,39.2191667,-121.06,72659.7083333333,156.25,119.5,3.6733333333,126.0247199988564,3.54,1,2.54,1.27,15064,4255.367231638418
1273,34613,"Gray, GA",4566,33.00944439999999,-83.53388890000002,1125.0,300.0,4.0,7.0,31.962,0.74,1,-0.26,-0.13,1578,2132.4324324324325
1278,34759,"Great Falls, MT",65207,47.5002778,-111.3,2031.25,550.0,4.75,6.0,391.24199999999996,2.1,1,1.1,0.55,27136,12921.904761904761
1279,34786,"Greeley, CO",117825,40.4233333,-104.70861109999998,4550.0,200.0,23.0,8.5,1001.5125,3.82,5,-1.18,-0.196666667,41930,10976.439790575916
1280,34813,"Green Bay, WI",206520,44.5191667,-88.0197222,5908.333333333299,500.0,12.833333333299999,4.3333333333,894.919999993116,8.78,9,-0.22,-0.022000000000000002,83441,9503.53075170843
1285,34894,"Greeneville, TN",23957,36.16305560000001,-82.83111109999999,1298.1428571428999,342.8571428571,4.0,5.4285714286,130.0522857149702,1.48,2,-0.52,-0.173333333,9573,6468.243243243243
1287,34975,"Greenfield, MA",22965,42.5875,-72.6,31689.0,600.0,53.4,9.0666666667,208.2160000007655,3.26,4,-0.74,-0.14800000000000002,10155,3115.030674846626
1290,35164,"Greensboro, NC",311810,36.0725,-79.79222220000003,13600.0,840.0,19.8,3.0,935.4300000000001,11.86,6,5.86,0.837142857,126986,10707.0826306914
1293,35272,"Greenville, AL",6026,31.8294444,-86.6177778,12192.0,914.2857142857001,13.4285714286,4.4285714286,26.686571428743598,0.72,1,-0.28,-0.14,2374,3297.222222222222
1295,35326,"Greenville, MI",9743,43.1775,-85.25277779999998,1864.2857142857001,314.2857142857,6.7142857143,9.142857142899999,89.07885714327469,0.68,1,-0.32,-0.16,3823,5622.058823529412
1296,35353,"Greenville, MS",35025,33.41,-91.0616667,3030.2222222222,688.8888888888998,5.5555555556,9.8888888889,346.3583333337225,1.94,2,-0.06,-0.02,12189,6282.98969072165
1297,35380,"Greenville, NC",117798,35.6125,-77.3666667,8460.6666666667,500.0,16.5,9.3333333333,1099.4479999960736,5.32,2,3.32,1.106666667,46281,8699.436090225563
1300,35461,"Greenville, SC",400492,34.8525,-82.3941667,1800.0,800.0,2.5,7.0,2803.444,29.26,39,-9.74,-0.2435,154999,5297.3000683527
1301,35488,"Greenville, TX",23283,33.1383333,-96.1105556,1195.0,600.0,2.6,6.4,149.0112,1.48,2,-0.52,-0.173333333,8599,5810.135135135135
1304,35569,"Greenwood, MS",22380,33.5161111,-90.1794444,1946.25,425.0,5.125,11.5,257.37,1.28,2,-0.72,-0.24,7802,6095.3125
1305,35596,"Greenwood, SC",42103,34.1952778,-82.1619444,77550.0,840.0,93.8,5.0,210.51500000000001,2.4,2,0.4,0.133333333,16518,6882.5
1306,35623,"Grenada, MS",10481,33.76888889999999,-89.8083333,1602.75,400.0,4.25,17.0,178.177,0.28,2,-1.72,-0.573333333,3797,13560.714285714284
1318,35920,"Gulfport, MS",208948,30.3672222,-89.0927778,1410.0,360.0,4.4,22.0,4596.856,3.84,2,1.84,0.6133333329999999,81173,21138.802083333336
1323,36055,"Gustine, CA",5521,37.2577778,-120.9977778,10606.25,500.0,23.5,5.0,27.605,0.54,1,-0.46,-0.23,1897,3512.9629629629626
1327,36190,"Hagerstown, MD--WV--PA",182696,39.6416667,-77.72027779999998,5187.0,560.0,9.2,10.2,1863.4991999999997,9.42,9,0.42,0.042,70962,7533.12101910828
1330,36244,"Haleyville, AL",3922,34.2263889,-87.62138890000001,1850.0,433.3333333333,4.6666666667,4.5,17.649,0.62,1,-0.38,-0.19,1578,2545.1612903225805
1331,36271,"Half Moon Bay, CA",20713,37.4636111,-122.4275,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,71.1172888469505,7.1,2,5.1,1.7,7798,1098.3098591549297
1337,36433,"Hamilton, NY",4427,42.8269444,-75.545,2875.0,600.0,5.5,10.5,46.48349999999999,1.02,1,0.02,0.01,839,822.5490196078431
1339,36514,"Hammond, LA",67629,30.504166700000006,-90.4611111,2221.7857142857,528.5714285714,4.7142857143,3.7857142857,256.02407142760535,2.52,2,0.52,0.173333333,25312,10044.444444444445
1346,36703,"Hanford, CA",87941,36.3275,-119.6447222,6351.75,700.0,10.0,7.75,681.5427500000001,4.66,1,3.66,1.83,27857,5977.8969957081545
1349,36798,"Hardeeville, SC",2957,32.2869444,-81.0808333,14080.0,380.0,41.5,5.1,15.080699999999998,1.52,2,-0.48,-0.16,932,613.1578947368421
1355,36892,"Harlingen, TX",135663,26.1902778,-97.6958333,10655.5384615385,846.1538461538,13.3846153846,3.8461538462,521.7807692370307,2.8,3,-0.2,-0.05,41197,14713.214285714286
1357,36946,"Harriman--Kingston--Rockwood, TN",23515,35.86555560000001,-84.685,1860.0,840.0,2.6,3.6,84.65400000000001,0.84,1,-0.16,-0.08,9887,11770.238095238095
1361,37081,"Harrisburg, PA",444474,40.2736111,-76.88472220000001,25125.0,485.7142857143,52.1428571429,6.5714285714,2920.8291428444436,17.54,15,2.54,0.15875,182168,10385.860889395668
1366,37162,"Harrisonburg, VA",66784,38.4494444,-78.86916670000002,2812.5,300.0,10.25,6.25,417.40000000000003,5.6,7,-1.4,-0.175,22355,3991.964285714286
1369,37232,"Hart, MI",2556,43.6983333,-86.3638889,1837.5,425.0,5.375,14.5,37.062,0.02,1,-0.98,-0.49,847,42350.0
1371,37243,"Hartford, CT",924859,41.76361110000001,-72.6855556,32336.3333333333,533.3333333333001,65.8666666667,6.2666666667,5795.783066697495,64.52,65,-0.48,-0.007272727,361246,5598.977061376318
1373,37405,"Hartsville, SC",15125,34.3738889,-80.0736111,966.6666666666999,300.0,3.6666666667,1.3333333333,20.1666666661625,0.68,1,-0.32,-0.16,6179,9086.764705882353
1380,37594,"Hattiesburg, MS",80358,31.326944399999995,-89.2902778,3735.0,630.7692307692,7.6153846154,5.6153846154,451.24107692431323,1.98,1,0.98,0.49,31605,15962.121212121212
1383,37675,"Havelock, NC",21596,34.8788889,-76.9016667,3267.4285714285998,600.0,5.5714285714,7.4285714286,160.42742857204559,1.66,2,-0.34,-0.11333333300000001,7135,4298.192771084337
1405,38215,"Hemet, CA",163379,33.7475,-116.9711111,62375.0,300.0,212.0,7.5,1225.3425,7.42,5,2.42,0.40333333299999996,57330,7726.415094339623
1406,38242,"Hempstead, TX",5600,30.0972222,-96.0780556,1328.5714285714,371.4285714286,3.8571428571,10.714285714299999,60.00000000007999,0.68,1,-0.32,-0.16,1864,2741.176470588235
1419,38647,"Hickory, NC",212195,35.73305560000001,-81.34138890000001,8875.0,800.0,11.333333333299999,3.5,742.6825,4.88,2,2.88,0.96,80456,16486.885245901638
1423,38809,"High Point, NC",166485,35.95555560000001,-80.0055556,13600.0,840.0,19.8,3.0,499.45500000000004,7.68,7,0.68,0.085,65185,8487.630208333334
1431,38944,"Hillsboro, TX",8328,32.0108333,-97.1297222,1260.0,200.0,6.0,12.0,99.93599999999999,0.82,1,-0.18,-0.09,3074,3748.7804878048782
1435,39052,"Hilo, HI",43925,19.7297222,-155.09,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,150.81479807861248,2.28,6,-3.72,-0.531428571,15424,6764.912280701755
1436,39079,"Hilton Head Island, SC",68998,32.216111100000006,-80.75277779999998,4800.0,200.0,24.0,12.0,827.9760000000001,5.48,4,1.48,0.29600000000000004,28754,5247.080291970802
1437,39133,"Hinesville, GA",51456,31.8466667,-81.59611109999999,1375.0,300.0,5.0,5.75,295.872,3.72,2,1.72,0.573333333,18097,4864.784946236559
1448,39416,"Holiday Shores, IL",2804,38.9219444,-89.9405556,31190.0,280.0,110.6,5.2,14.5808,1.56,2,-0.44,-0.146666667,1032,661.5384615384615
1449,39430,"Holland, MI",99941,42.7875,-86.10888890000003,3020.0,280.0,11.8,11.0,1099.351,19.66,27,-7.34,-0.262142857,35605,1811.0376398779247
1451,39511,"Hollister, CA",42002,36.8525,-121.4005556,10606.25,500.0,23.5,5.0,210.01000000000002,4.28,5,-0.72,-0.12,12751,2979.205607476635
1454,39538,"Holly, MI",8229,42.7919444,-83.62777779999998,7500.0,400.0,19.0,5.0,41.144999999999996,1.72,3,-1.28,-0.32,3077,1788.953488372093
1462,39758,"Homosassa Springs--Beverly Hills--Citrus Springs, FL",80962,28.9972222,-82.4708333,3300.0,400.0,8.8333333333,6.5,526.253,2.76,3,-0.24,-0.06,34504,12501.44927536232
1468,39916,"Hood River, OR--WA",14653,45.7055556,-121.5202778,46783.5,1100.0,46.7,2.1,30.771300000000004,1.2,4,-2.8,-0.56,6061,5050.833333333334
1473,40078,"Hopkinsville, KY",32491,36.86555560000001,-87.48861109999999,10055.3571428571,685.7142857143,16.428571428599998,6.0714285714,197.2667857133574,2.02,2,0.02,0.006666666999999999,13248,6558.415841584158
1479,40213,"Hot Springs, AR",55121,34.5036111,-93.055,1633.3333333332998,700.0,2.5,3.0,165.363,1.36,3,-1.64,-0.41,22471,16522.794117647056
1482,40294,"Houghton, MI",15452,47.1219444,-88.5688889,2956.25,700.0,4.5,12.625,195.0815,1.16,1,0.16,0.08,5709,4921.551724137931
1486,40429,"Houston, TX",4944332,29.763055600000005,-95.3630556,69809.7222222222,145.8333333333,125.9444444444,2.5772222222,12742.642304334571,178.88,136,42.88,0.31299270100000004,1722997,9632.138864042934
1488,40537,"Hudson, NY",11512,42.2527778,-73.79138890000002,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,62.6764444439328,1.08,1,0.08,0.04,5036,4662.962962962963
1493,40645,"Humboldt, TN",8769,35.8197222,-88.9158333,2950.0,300.0,10.5,5.0,43.845,0.64,1,-0.36,-0.18,3798,5934.375
1496,40726,"Huntington, IN",18207,40.88305560000001,-85.4975,850.0,200.0,4.0,10.0,182.07,0.86,1,-0.14,-0.07,6951,8082.558139534884
1497,40753,"Huntington, WV--KY--OH",202637,38.4191667,-82.4452778,11379.0,200.0,57.0,5.75,1165.16275,5.52,9,-3.48,-0.348,82950,15027.17391304348
1498,40780,"Huntsville, AL",286692,34.7302778,-86.5861111,12718.571428571398,714.2857142857001,19.2857142857,4.7142857143,1351.5480000040957,7.8,5,2.8,0.46666666700000003,113726,14580.25641025641
1499,40807,"Huntsville, TX",36928,30.7233333,-95.5505556,2275.0,300.0,8.25,7.25,267.72799999999995,1.64,1,0.64,0.32,10131,6177.439024390244
1503,40915,"Hutchinson, KS",44320,38.0608333,-97.9294444,20320.6875,156.25,33.5,3.68875,163.4854,1.56,2,-0.44,-0.146666667,18037,11562.179487179486
1504,40942,"Hutchinson, MN",14054,44.8877778,-94.3694444,1190.0,300.0,4.0,11.0,154.594,0.72,1,-0.28,-0.14,5894,8186.111111111111
1507,40996,"Idaho Falls, ID",90733,43.46666670000001,-112.03333329999998,2270.0,350.0,7.0,5.5,499.03150000000005,2.58,3,-0.42,-0.105,31471,12198.062015503876
1511,41100,"Incline Village, NV--CA",13022,39.2513889,-119.9719444,20514.8125,156.25,33.5,6.166875,80.30504625,3.48,4,-0.52,-0.10400000000000001,4957,1424.4252873563219
1513,41158,"Independence, KS",9959,37.22416670000001,-95.7080556,895.8,360.0,3.2,6.2,61.7458,0.58,1,-0.42,-0.21,3914,6748.275862068966
1514,41185,"Indiana, PA",28807,40.6213889,-79.1527778,9100.0,833.3333333333002,12.0,16.0,460.912,3.9,2,1.9,0.6333333329999999,11195,2870.512820512821
1515,41212,"Indianapolis, IN",1487483,39.7683333,-86.1580556,45229.0,360.0,133.4,5.8,8627.401399999999,63.58,63,0.58,0.0090625,577679,9085.860333438188
1518,41293,"Indianola, WA",7938,47.7472222,-122.5244444,151865.05,142.5,261.0,6.6745,52.982181,2.78,4,-1.22,-0.244,3150,1133.0935251798562
1519,41320,"Indiantown, FL",6503,27.026944399999994,-80.4858333,9913.75,500.0,20.0,5.5,35.7665,0.64,1,-0.36,-0.18,1442,2253.125
1520,41347,"Indio--Cathedral City, CA",345580,33.7797222,-116.46444440000002,62375.0,300.0,212.0,7.5,2591.85,36.12,50,-13.88,-0.272156863,131377,3637.2369878183836
1527,41590,"Iowa City, IA",106621,41.66111110000001,-91.53,2612.5,300.0,9.0,6.0,639.726,8.88,10,-1.12,-0.101818182,44846,5050.225225225225
1538,41914,"Ithaca, NY",53661,42.4405556,-76.4969444,5100.0,600.0,9.0,16.0,858.576,7.58,5,2.58,0.43,18595,2453.166226912929
1542,42022,"Jackson, AL",2920,31.508888899999995,-87.8944444,15865.5555555556,933.3333333333001,17.888888888900002,5.2222222222,15.248888888824,0.0,1,-1.0,-0.5,1152,inf
1543,42049,"Jackson, CA",7255,38.3488889,-120.7730556,10606.25,500.0,23.5,5.0,36.275,0.84,1,-0.16,-0.08,3188,3795.2380952380954
1546,42157,"Jackson, MI",90057,42.2458333,-84.40138890000001,2466.6666666667,400.0,7.0,3.6666666667,330.2090000030019,2.18,4,-1.82,-0.364,33630,15426.605504587154
1548,42211,"Jackson, MS",351478,32.2986111,-90.1847222,15752.777777777801,911.1111111111001,17.888888888900002,4.0,1405.912,11.1,8,3.1,0.34444444399999996,130511,11757.747747747748
1549,42265,"Jackson, TN",71880,35.6144444,-88.81388890000002,2950.0,300.0,10.5,5.0,359.4,2.64,3,-0.36,-0.09,25906,9812.878787878788
1550,42319,"Jackson, WY",11407,43.48,-110.7616667,630.0,300.0,2.0,6.0,68.44200000000001,2.96,4,-1.04,-0.20800000000000002,4026,1360.1351351351352
1551,42346,"Jacksonville, FL",1065219,30.3319444,-81.6558333,20450.0,300.0,70.5,5.5,5858.7045,52.26,21,31.26,1.420909091,403810,7726.942212016839
1553,42400,"Jacksonville, NC",105419,34.7538889,-77.4305556,4021.090909090901,690.9090909091002,6.0909090909,5.3636363636,565.4291818143485,2.36,2,0.36,0.12,33629,14249.57627118644
1557,42481,"Jamestown, NY",43404,42.0969444,-79.2355556,4775.0,800.0,6.0,17.3333333333,752.3359999985532,3.6,4,-0.4,-0.08,18492,5136.666666666667
1559,42562,"Janesville, WI",69658,42.6827778,-89.01861109999999,1690.8333333332998,416.6666666667,4.5,2.9166666667000003,203.16916666898862,1.56,1,0.56,0.28,28127,18030.128205128203
1560,42616,"Jasper, AL",14156,33.8311111,-87.2775,3980.0,960.0,4.6,5.8,82.1048,1.76,2,-0.24,-0.08,5272,2995.4545454545455
1564,42724,"Jasper, TN",3281,35.0741667,-85.62611109999997,7438.888888888899,666.6666666666999,14.0,2.8888888889,9.4784444444809,0.66,1,-0.34,-0.17,1246,1887.8787878787878
1572,42859,"Jefferson, IA",3906,42.0152778,-94.3772222,500.0,200.0,3.0,5.0,19.53,1.3,2,-0.7,-0.233333333,1722,1324.6153846153845
1583,43210,"Johnson City, TN",120415,36.3133333,-82.3536111,2597.1538461539003,384.6153846154,7.7692307692,4.0,481.66,3.36,2,1.36,0.45333333299999995,51707,15388.988095238095
1584,43217,"Johnson Creek, WI",2702,43.07611110000001,-88.7741667,2050.0,400.0,6.0,6.833333333300001,18.4636666665766,0.02,1,-0.98,-0.49,1029,51450.0
1585,43227,"Johnson Lane, NV",5337,39.04805560000001,-119.7211111,20514.8125,156.25,33.5,6.166875,32.912611874999996,0.72,1,-0.28,-0.14,1995,2770.8333333333335
1586,43237,"Johnston City, IL",3621,37.82055560000001,-88.9275,3060.0,400.0,8.5714285714,5.2857142857,19.1395714285197,1.34,2,-0.66,-0.22,1454,1085.0746268656717
1589,43291,"Johnstown, PA",69014,40.3266667,-78.92222220000002,10485.0769230769,753.8461538462,17.1538461538,13.0769230769,902.4907692291765,1.74,2,-0.26,-0.08666666699999999,30111,17305.172413793105
1591,43345,"Jonesboro, AR",65419,35.8422222,-90.7041667,5313.3333333333,911.1111111111001,6.1111111111000005,3.4444444444,225.3321111082036,3.02,3,0.02,0.005,25805,8544.701986754966
1599,43561,"Juneau, AK",24537,58.3019444,-134.4197222,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,157.44575000081787,1.48,1,0.48,0.24,9599,6485.810810810811
1601,43595,"Jupiter Farms, FL",10962,26.920329,-80.191764,85259.25,156.25,140.375,8.7425,95.835285,1.14,1,0.14,0.07,3436,3014.0350877192986
1603,43615,"Kahului, HI",55934,20.8947222,-156.47,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,192.047237694459,14.26,23,-8.74,-0.36416666700000005,16442,1153.015427769986
1604,43642,"Kailua (Hawaii County)--Holualoa, HI",28850,19.6227778,-155.9522222,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,99.05536538572501,6.08,9,-2.92,-0.292,11001,1809.375
1605,43669,"Kailua (Honolulu County)--Kaneohe, HI",113682,21.4180556,-157.8036111,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,390.322774619757,8.16,9,-0.84,-0.084,35221,4316.299019607843
1606,43696,"Kalaheo, HI",14840,21.9286111,-159.53027780000005,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,50.95256923134,2.22,3,-0.78,-0.195,5016,2259.459459459459
1608,43723,"Kalamazoo, MI",209703,42.2916667,-85.58722220000001,34342.8571428571,471.4285714286,76.4285714286,4.8571428571,1018.5574285624414,14.24,17,-2.76,-0.15333333300000002,84792,5954.494382022472
1609,43777,"Kalispell, MT",31785,48.1958333,-114.31194440000002,1116.6666666667,333.3333333333,3.6666666667,4.0,127.14,0.78,1,-0.22,-0.11,12964,16620.51282051282
1614,43885,"Kankakee, IL",81926,41.12,-87.86111109999999,140155.083333333,156.25,233.6666666667,3.1816666667,260.6612233360642,4.94,6,-1.06,-0.15142857099999998,29117,5894.12955465587
1615,43912,"Kansas City, MO--KS",1519417,39.0997222,-94.5783333,79200.0,1033.3333333333,85.0,5.1666666667,7850.321166717314,122.18,167,-44.82,-0.266785714,606689,4965.534457357996
1616,43939,"Kapaa, HI",19063,22.0783333,-159.3219444,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,65.4520773084255,9.28,14,-4.72,-0.314666667,6516,702.1551724137931
1623,44155,"Kearney, MO",7368,39.3677778,-94.3619444,79200.0,1033.3333333333,85.0,5.1666666667,38.068000000245604,0.24,1,-0.76,-0.38,2827,11779.166666666668
1624,44182,"Kearney, NE",31287,40.6994444,-99.0811111,1687.5,300.0,6.0,18.0,563.1659999999999,2.26,2,0.26,0.08666666699999999,12153,5377.433628318585
1625,44209,"Keene, NH",22510,42.9336111,-72.27861109999998,2300.0,200.0,12.0,4.0,90.04,3.04,4,-0.96,-0.192,9079,2986.5131578947367
1633,44425,"Kennebunk, ME",8240,43.3838889,-70.5452778,2300.0,200.0,12.0,4.0,32.96,2.28,3,-0.72,-0.18,3767,1652.1929824561405
1635,44479,"Kennewick--Pasco, WA",210975,46.2397222,-119.0994444,7650.0,200.0,38.5,7.0,1476.825,8.16,9,-0.84,-0.084,75002,9191.421568627451
1636,44506,"Kenosha, WI--IL",124064,42.5847222,-87.8211111,37083.0625,156.25,60.8125,3.4378125,426.50876999999997,3.68,3,0.68,0.17,46623,12669.293478260868
1641,44641,"Kerrville, TX",28810,30.0472222,-99.14,2400.0,200.0,12.0,36.0,1037.1599999999999,1.0,1,0.0,0.0,12671,12671.0
1651,44911,"Kihei, HI",25819,20.785,-156.4655556,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,88.64854346253149,5.1,6,-0.9,-0.12857142900000001,10658,2089.8039215686276
1654,44965,"Kill Devil Hills, NC",19095,35.31305560000001,-80.2611111,1350.0,300.0,5.0,7.0,133.665,0.96,1,-0.04,-0.02,8325,8671.875
1655,44992,"Killeen, TX",217630,31.116944399999994,-97.7275,5508.9285714286,642.8571428571,9.785714285700001,2.3571428571,512.9849999906729,4.54,2,2.54,0.846666667,69977,15413.436123348018
1657,45073,"King City, CA",14529,36.2127778,-121.125,7955.0,600.0,14.0,6.0,87.174,2.0,3,-1.0,-0.25,3302,1651.0
1663,45235,"Kingsport, TN--VA",106571,36.5483333,-82.5619444,8906.0666666667,400.0,23.4,3.4,362.34139999999996,3.44,4,-0.56,-0.11199999999999999,45301,13168.89534883721
1664,45262,"Kingston, NY",57442,41.9269444,-73.9977778,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,312.7397777752248,10.78,14,-3.22,-0.214666667,23557,2185.2504638218925
1666,45316,"Kingsville, TX",26011,27.515555600000006,-97.8558333,10655.5384615385,846.1538461538,13.3846153846,3.8461538462,100.04230769350819,1.96,2,-0.04,-0.013333333000000001,9109,4647.448979591837
1672,45451,"Kissimmee, FL",314071,28.2916667,-81.40777779999998,9310.0,320.0,30.0,1.6,502.51360000000005,10.28,27,-16.72,-0.597142857,103945,10111.381322957199
1674,45505,"Klamath Falls--Altamont, OR",41434,42.2069444,-121.7361111,3151.0,300.0,10.5,4.0,165.736,1.46,1,0.46,0.23,16962,11617.808219178083
1678,45640,"Knoxville, TN",558696,35.960555600000006,-83.9208333,14222.5,533.3333333333001,28.6666666667,2.3333333333,1303.623999981377,61.98,78,-16.02,-0.20278481,233715,3770.8131655372704
1684,45775,"Kuna, ID",15234,43.4919444,-116.41916670000002,11628.571428571398,400.0,30.0,6.1428571429,93.5802857149386,0.62,1,-0.38,-0.19,5114,8248.387096774193
1688,45910,"La Crosse, WI--MN",100868,43.8013889,-91.2394444,18778.4615384615,553.8461538462001,34.3076923077,7.5384615385,760.389538465418,4.22,5,-0.78,-0.13,40832,9675.829383886257
1689,46153,"La Follette, TN",21055,36.3827778,-84.12,14222.5,533.3333333333001,28.6666666667,2.3333333333,49.128333332631506,1.46,2,-0.54,-0.18,8092,5542.465753424658
1696,45856,"Laconia, NH",18636,43.5277778,-71.4708333,2300.0,200.0,12.0,4.0,74.544,1.92,3,-1.08,-0.27,7923,4126.5625
1697,45937,"Lady Lake--The Villages, FL",112991,28.9333333,-81.9486111,1650.0,350.0,5.75,10.25,1158.15775,5.42,2,3.42,1.14,57489,10606.826568265682
1699,46126,"Lafayette--Louisville--Erie, CO",79407,40.0502778,-105.0494444,800.0,400.0,2.0,6.0,476.442,9.6,33,-23.4,-0.688235294,31460,3277.0833333333335
1701,46018,"Lafayette, IN",147725,40.4166667,-86.87527779999998,2375.0,300.0,8.5,4.5,664.7624999999999,9.42,7,2.42,0.3025,56793,6028.980891719745
1702,46045,"Lafayette, LA",252720,30.223888899999995,-92.0197222,17577.058823529398,870.5882352941002,20.1176470588,5.1176470588,1293.331764699936,5.96,3,2.96,0.74,98469,16521.644295302012
1705,46234,"LaGrange, GA",34879,33.036221999999995,-85.03224399999998,2750.0,500.0,6.25,7.5,261.5925,1.9,4,-2.1,-0.42,12452,6553.684210526316
1708,46396,"Lahaina, HI",21331,20.8783333,-156.6825,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,73.2391680777435,8.56,12,-3.44,-0.264615385,7082,827.3364485981308
1709,46423,"Laie--Hauula, HI",15071,21.6105556,-157.9108333,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,51.7456988467335,2.56,3,-0.44,-0.11,3011,1176.171875
1714,46531,"Lake Charles, LA",143440,30.2263889,-93.2172222,6838.333333333299,1000.0,7.25,4.3333333333,621.5733333285519,1.98,1,0.98,0.49,55768,28165.656565656565
1715,46558,"Lake City, FL",25623,30.1894444,-82.6394444,2045.0,540.0,4.6,5.8,148.6134,1.52,2,-0.48,-0.16,8245,5424.3421052631575
1716,46585,"Lake City, MN",5103,44.4494444,-92.2666667,1702.8571428572,600.0,3.1428571429,7.4285714286,37.9080000001458,0.76,1,-0.24,-0.12,2198,2892.1052631578946
